# X	Y	time	B	Z
36.5	9.5	0.2333333333	-5.686609717	0.5733967896
36.5	9.5	0.2416666667	-5.682671992	0.5972862706
36.5	9.5	0.25	-5.745675591	0.6209018079
36.5	9.5	0.2583333333	-5.773239665	0.6505579541
36.5	9.5	0.2666666667	-5.737800141	0.6782925378
36.5	9.5	0.275	-5.706298342	0.6991617144
36.5	9.5	0.2833333333	-5.690547442	0.7065750092
36.5	9.5	0.2916666667	-5.678734268	0.7205797675
36.5	9.5	0.3	-5.651170193	0.7411740113
36.5	9.5	0.3083333333	-5.655107918	0.7392524488
36.5	9.5	0.3166666667	-5.623606119	0.7746752602
36.5	9.5	0.325	-5.560602521	0.8051552157
36.5	9.5	0.3333333333	-5.458221674	0.8339875526
36.5	9.5	0.3416666667	-5.320401303	0.8652913174
36.5	9.5	0.35	-5.214082731	0.889729675
36.5	9.5	0.3583333333	-5.09201326	0.9105998405
36.5	9.5	0.3666666667	-4.942379714	0.9281737798
36.5	9.5	0.375	-4.643112623	0.9523381936
36.5	9.5	0.3833333333	-4.481669128	0.9666168956
36.5	9.5	0.3916666667	-4.229635385	0.9784241698
36.5	9.5	0.4	-3.7374359	0.9976457277
36.5	9.5	0.4083333333	-3.438155909	1.007806372
36.5	9.5	0.4166666667	-3.158580667	1.016318409
36.5	9.5	0.425	-2.634872933	1.030323167
36.5	9.5	0.4333333333	-2.315920442	1.040205912
36.5	9.5	0.4416666667	-2.296215693	1.040482823
36.5	9.5	0.45	-2.296215693	1.041303665
36.5	9.5	0.4583333333	-2.296215693	1.040205912
41.5	9.5	0.008333333333	-3.875240146	0.1810004929
41.5	9.5	0.01666666667	-3.926453144	0.1810004929
41.5	9.5	0.025	-4.339898132	0.1807255601
41.5	9.5	0.03333333333	-4.690365322	0.2068125253
41.5	9.5	0.04166666667	-4.997507863	0.2276817018
41.5	9.5	0.05	-5.281024054	0.2699689315
41.5	9.5	0.05833333333	-5.391280351	0.3037441242
41.5	9.5	0.06666666667	-5.493661198	0.3377942497
41.5	9.5	0.075	-5.501536648	0.3690980145
41.5	9.5	0.08333333333	-5.529100722	0.3932624283
41.5	9.5	0.09166666667	-5.603917495	0.4218208214
41.5	9.5	0.1	-5.682671992	0.4836045417
41.5	9.5	0.1083333333	-5.678734268	0.4932153207
41.5	9.5	0.1166666667	-5.678734268	0.4932153207
41.5	9.5	0.125	-5.682671992	0.5118870131
41.5	9.5	0.1333333333	-5.706298342	0.5544501645
41.5	9.5	0.1416666667	-5.686609717	0.592069471
41.5	9.5	0.15	-5.745675591	0.6189792565
41.5	9.5	0.1583333333	-5.785052839	0.6486354027
41.5	9.5	0.1666666667	-5.737800141	0.6848820234
41.5	9.5	0.175	-5.718111516	0.6977880396
41.5	9.5	0.1833333333	-5.706298342	0.7038296375
41.5	9.5	0.1916666667	-5.682671992	0.7257965671
41.5	9.5	0.2	-5.662983368	0.7527073416
41.5	9.5	0.2083333333	-5.623606119	0.7834622299
41.5	9.5	0.2166666667	-5.509412098	0.822729155
41.5	9.5	0.225	-5.446408499	0.8315161247
41.5	9.5	0.2333333333	-5.434595325	0.8372827898
41.5	9.5	0.2416666667	-5.304650404	0.8683116219
41.5	9.5	0.25	-5.139265958	0.9015379381
41.5	9.5	0.2583333333	-4.891189291	0.9306452077
41.5	9.5	0.2666666667	-4.568292625	0.9556334308
41.5	9.5	0.275	-4.06425739	0.9833670256
41.5	9.5	0.2833333333	-3.851633147	0.9872111394
41.5	9.5	0.2916666667	-3.690189651	0.9946254232
41.5	9.5	0.3	-3.548418656	0.9992933463
41.5	9.5	0.3083333333	-3.131039168	1.010826677
41.5	9.5	0.3166666667	-2.764808179	1.020986332
41.5	9.5	0.325	-2.434052188	1.030048235
41.5	9.5	0.3333333333	-2.304116942	1.033343472
41.5	9.5	0.3416666667	-2.217461195	1.036363776
41.5	9.5	0.35	-2.331658442	1.037187586
41.5	9.5	0.3583333333	-2.339527441	1.036363776
46.5	9.5	0.008333333333	-3.926453144	0.1793528743
46.5	9.5	0.01666666667	-3.926453144	0.1799017508
46.5	9.5	0.025	-4.131208388	0.1807255601
46.5	9.5	0.03333333333	-4.603735374	0.1974766791
46.5	9.5	0.04166666667	-4.859687492	0.2180709229
46.5	9.5	0.05	-5.021134212	0.2375674136
46.5	9.5	0.05833333333	-5.178643207	0.2554152967
46.5	9.5	0.06666666667	-5.277086329	0.274087978
46.5	9.5	0.075	-5.383404901	0.2957809639
46.5	9.5	0.08333333333	-5.446408499	0.3172000059
46.5	9.5	0.09166666667	-5.525162997	0.3537205704
46.5	9.5	0.1	-5.525162997	0.3822789635
46.5	9.5	0.1083333333	-5.596042045	0.4155042907
46.5	9.5	0.1166666667	-5.596042045	0.4157792235
46.5	9.5	0.125	-5.59997977	0.4190744607
46.5	9.5	0.1333333333	-5.643294744	0.4374722093
46.5	9.5	0.1416666667	-5.702360617	0.4690509069
46.5	9.5	0.15	-5.694485167	0.4984321203
46.5	9.5	0.1583333333	-5.702360617	0.5313835038
46.5	9.5	0.1666666667	-5.729924691	0.5720241038
46.5	9.5	0.175	-5.722049241	0.6143113334
46.5	9.5	0.1833333333	-5.781115114	0.6288649682
46.5	9.5	0.1916666667	-5.785052839	0.6338078241
46.5	9.5	0.2	-5.781115114	0.6788414144
46.5	9.5	0.2083333333	-5.725986966	0.7219524533
46.5	9.5	0.2166666667	-5.722049241	0.7222273861
46.5	9.5	0.225	-5.714173791	0.7296416699
46.5	9.5	0.2333333333	-5.694485167	0.7491371716
46.5	9.5	0.2416666667	-5.635419294	0.7941707619
46.5	9.5	0.25	-5.489723473	0.8424995895
46.5	9.5	0.2583333333	-5.304650404	0.880118896
46.5	9.5	0.2666666667	-5.304650404	0.880118896
46.5	9.5	0.275	-5.308588128	0.8803938288
46.5	9.5	0.2833333333	-5.190456382	0.9086772891
46.5	9.5	0.2916666667	-4.851812042	0.9451988425
46.5	9.5	0.3	-4.513177377	0.9668918284
46.5	9.5	0.3083333333	-4.139077388	0.9861133863
